차종,공장명(국가),월,Korea,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,연도
K4,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,10월,0.0,0.0,0.0,0.0,0.0,1350.0,236.0,0.0,0.0,833.0,0.0,0.0,2024
Stonic,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,10월,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,911.0,0.0,0.0,2024
Soul,CKD,10월,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,10월,0.0,0.0,0.0,0.0,0.0,275.0,0.0,477.0,0.0,426.0,0.0,0.0,2024
Sorento,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,153.0,0.0,0.0,2024
New Carens,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024
Carens MPV,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,2024
Carnival / Sedona,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,0.0,0.0,2024
Bongo / Frontier,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,518.0,0.0,0.0,2024
Bongo,Special Vehicle,10월,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,2024
Millitary,Special Vehicle,10월,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,10월,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,424.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,11월,1467.0,0.0,0.0,0.0,5549.0,373.0,1323.0,467.0,703.0,403.0,0.0,0.0,2024
Pride / Rio,Korea Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray,Korea Plants,11월,4417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,11월,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,11월,0.0,0.0,5.0,0.0,0.0,9.0,11.0,391.0,31.0,1043.0,0.0,0.0,2024
K5 / Optima,Korea Plants,11월,2645.0,6377.0,0.0,0.0,0.0,4.0,16.0,538.0,0.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,11월,4336.0,0.0,0.0,0.0,0.0,13.0,0.0,82.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,11월,99.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,11월,0.0,0.0,0.0,0.0,3680.0,324.0,158.0,144.0,99.0,934.0,0.0,0.0,2024
Seltos,Korea Plants,11월,4887.0,3778.0,1086.0,0.0,0.0,121.0,643.0,359.0,0.0,665.0,0.0,0.0,2024
Soul,Korea Plants,11월,0.0,4031.0,157.0,31.0,0.0,27.0,292.0,0.0,0.0,3.0,0.0,0.0,2024
Soul EV,Korea Plants,11월,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,11월,1034.0,1305.0,306.0,62.0,3064.0,3.0,232.0,571.0,65.0,141.0,0.0,0.0,2024
Niro EV,Korea Plants,11월,128.0,319.0,431.0,0.0,1073.0,18.0,2.0,4.0,0.0,39.0,0.0,0.0,2024
Niro Plus,Korea Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,11월,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV3,Korea Plants,11월,2284.0,0.0,0.0,0.0,2522.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,11월,770.0,1887.0,494.0,6.0,1627.0,138.0,3.0,12.0,22.0,162.0,87.0,45.0,2024
EV9,Korea Plants,11월,144.0,2033.0,463.0,0.0,715.0,39.0,11.0,4.0,4.0,104.0,0.0,0.0,2024
Sportage,Korea Plants,11월,4233.0,5034.0,1180.0,636.0,0.0,314.0,842.0,0.0,0.0,2428.0,0.0,0.0,2024
Sorento,Korea Plants,11월,10434.0,2179.0,158.0,0.0,829.0,381.0,188.0,972.0,115.0,848.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,11월,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,11월,7516.0,4925.0,351.0,0.0,0.0,16.0,189.0,85.0,15.0,1181.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,11월,2158.0,0.0,0.0,0.0,0.0,40.0,1001.0,1715.0,142.0,290.0,0.0,0.0,2024
Bongo EV,Korea Plants,11월,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,11월,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,11월,0.0,0.0,0.0,0.0,5486.0,477.0,1.0,97.0,9.0,20.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,11월,0.0,0.0,0.0,0.0,2607.0,386.0,6.0,0.0,81.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,11월,0.0,0.0,0.0,0.0,13013.0,520.0,402.0,1561.0,553.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,11월,0.0,0.0,0.0,5139.0,0.0,0.0,1445.0,209.0,0.0,0.0,0.0,0.0,2024
K3,Mexico Plant,11월,0.0,11005.0,853.0,1227.0,0.0,0.0,112.0,0.0,0.0,10.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),11월,0,0,0,0,0,0,0,0,0.0,0,0,0,2024
Optima / K5,US Plant,11월,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,11월,0.0,9017.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,11월,0.0,6526.0,991.0,162.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,11월,0.0,11568.0,352.0,38.0,0.0,0.0,24.0,82.0,0.0,2.0,0.0,0.0,2024
EV9,US Plant,11월,0.0,122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,2644.0,345.0,113.0,0.0,27.0,2024
Forte,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.0,2024
K3,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,2024
K4,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,11월,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,98.0,2024
KX1,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,2024
Sonet,China Plants,11월,0.0,0.0,0.0,1146.0,0.0,0.0,1389.0,783.0,134.0,555.0,0.0,30.0,2024
KX3 / Seltos,China Plants,11월,0.0,0.0,0.0,1554.0,0.0,0.0,804.0,1654.0,164.0,70.0,0.0,940.0,2024
Zhipao,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,2024
KX5 / Sportage,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,1450.0,2024
Carnival,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,2024
EV5,China Plants,11월,0.0,0.0,0.0,0.0,0.0,0.0,181.0,13.0,8.0,276.0,0.0,241.0,2024
Sonet,India Plant,11월,0.0,0.0,0,0,0.0,0.0,61.0,3.0,761.0,136.0,9567.0,0.0,2024
Seltos,India Plant,11월,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,113.0,114.0,5810.0,0.0,2024
Carens MPV,India Plant,11월,0.0,0.0,0.0,0.0,0.0,73.0,178.0,453.0,38.0,30.0,5722.0,0.0,2024
Carnival (CKD),India Plant,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,2024
Morning / Picanto,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,101.0,0.0,0.0,2024
Pegas,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,2024
K3,CKD,11월,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,483.0,0.0,0.0,2024
K4,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,11월,0.0,0.0,0.0,0.0,0.0,1350.0,106.0,0.0,0.0,958.0,0.0,0.0,2024
Stonic,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,11월,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1187.0,0.0,0.0,2024
Soul,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,11월,0.0,0.0,0.0,0.0,0.0,404.0,0.0,314.0,0.0,556.0,0.0,0.0,2024
Sorento,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,160.0,0.0,0.0,2024
New Carens,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024
Carens MPV,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,0.0,0.0,2024
Carnival / Sedona,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,0.0,0.0,2024
Bongo / Frontier,CKD,11월,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,534.0,0.0,0.0,2024
Bongo,Special Vehicle,11월,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,2024
Millitary,Special Vehicle,11월,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,11월,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,180.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,11월,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,11월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,12월,2608.0,0.0,0.0,0.0,4486.0,67.0,1690.0,156.0,680.0,578.0,0.0,0.0,2024
Pride / Rio,Korea Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray,Korea Plants,12월,4046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,12월,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,12월,0.0,0.0,1.0,5.0,0.0,10.0,7.0,241.0,115.0,714.0,0.0,0.0,2024
K5 / Optima,Korea Plants,12월,2105.0,5638.0,0.0,0.0,0.0,6.0,22.0,407.0,0.0,7.0,0.0,0.0,2024
Stinger,Korea Plants,12월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,12월,2354.0,0.0,0.0,0.0,0.0,14.0,0.0,139.0,0.0,2.0,0.0,0.0,2024
K9,Korea Plants,12월,240.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,12월,0.0,0.0,0.0,0.0,3739.0,746.0,114.0,89.0,164.0,896.0,0.0,0.0,2024
Seltos,Korea Plants,12월,5512.0,3737.0,621.0,0.0,0.0,113.0,492.0,68.0,0.0,493.0,0.0,0.0,2024
Soul,Korea Plants,12월,0.0,3650.0,105.0,79.0,0.0,52.0,274.0,0.0,0.0,10.0,0.0,0.0,2024
Soul EV,Korea Plants,12월,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,12월,1174.0,1398.0,174.0,78.0,2081.0,9.0,303.0,325.0,106.0,145.0,0.0,0.0,2024
Niro EV,Korea Plants,12월,11.0,394.0,298.0,0.0,1047.0,93.0,2.0,2.0,5.0,43.0,0.0,0.0,2024
Niro Plus,Korea Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,12월,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2024
EV3,Korea Plants,12월,461.0,0.0,0.0,0.0,3978.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,12월,155.0,2111.0,417.0,18.0,1207.0,8.0,6.0,5.0,10.0,170.0,88.0,31.0,2024
EV9,Korea Plants,12월,109.0,1450.0,384.0,0.0,726.0,32.0,7.0,6.0,5.0,100.0,0.0,0.0,2024
Sportage,Korea Plants,12월,8428.0,5711.0,1030.0,529.0,0.0,183.0,830.0,0.0,0.0,2920.0,0.0,0.0,2024
Sorento,Korea Plants,12월,8828.0,2403.0,70.0,0.0,808.0,429.0,246.0,1143.0,129.0,1032.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,12월,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,12월,7235.0,5165.0,199.0,0.0,0.0,8.0,271.0,318.0,23.0,885.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,12월,2243.0,0.0,0.0,0.0,0.0,17.0,806.0,1801.0,99.0,266.0,0.0,0.0,2024
Bongo EV,Korea Plants,12월,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,12월,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,12월,0.0,0.0,0.0,0.0,4640.0,423.0,5.0,0.0,19.0,1.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,12월,0.0,0.0,0.0,0.0,1802.0,224.0,22.0,1.0,33.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,12월,0.0,0.0,0.0,0.0,9917.0,930.0,504.0,856.0,533.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,12월,0.0,0.0,1.0,4510.0,0.0,0.0,1391.0,323.0,10.0,1.0,0.0,0.0,2024
K3,Mexico Plant,12월,0.0,11911.0,714.0,1336.0,0.0,0.0,145.0,0.0,0.0,6.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),12월,0,0,0,0,0,0,0,0,0.0,0,0,0,2024
Optima / K5,US Plant,12월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,12월,0.0,9716.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,12월,0.0,7029.0,876.0,206.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,12월,0.0,12488.0,270.0,41.0,0.0,0.0,13.0,42.0,0.0,8.0,0.0,0.0,2024
EV9,US Plant,12월,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,2187.0,2781.0,201.0,97.0,0.0,87.0,2024
Forte,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,2024
K3,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,2024
K4,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,12월,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,176.0,2024
KX1,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0,2024
Sonet,China Plants,12월,0.0,0.0,0.0,1205.0,0.0,0.0,1344.0,833.0,279.0,681.0,0.0,434.0,2024
KX3 / Seltos,China Plants,12월,0.0,0.0,0.0,1494.0,0.0,0.0,939.0,1304.0,111.0,83.0,0.0,1139.0,2024
Zhipao,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,2024
KX5 / Sportage,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,0.0,1832.0,2024
Carnival,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,2024
EV5,China Plants,12월,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,17.0,372.0,0.0,305.0,2024
Sonet,India Plant,12월,0.0,0.0,0,0,0.0,0.0,76.0,0.0,969.0,117.0,8195.0,0.0,2024
Seltos,India Plant,12월,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,158.0,112.0,6973.0,0.0,2024
Carens MPV,India Plant,12월,0.0,0.0,0.0,0.0,0.0,38.0,214.0,410.0,40.0,43.0,6225.0,0.0,2024
Carnival (CKD),India Plant,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,2024
Morning / Picanto,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,50.0,0.0,0.0,2024
Pegas,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,2024
K3,CKD,12월,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,222.0,0.0,0.0,2024
K4,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,12월,0.0,0.0,0.0,0.0,0.0,1778.0,199.0,0.0,0.0,787.0,0.0,0.0,2024
Stonic,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,12월,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,909.0,0.0,0.0,2024
Soul,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,12월,0.0,0.0,0.0,0.0,0.0,458.0,0.0,342.0,0.0,366.0,0.0,0.0,2024
Sorento,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,130.0,0.0,0.0,2024
New Carens,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,2024
Carnival / Sedona,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,0.0,2024
Bongo / Frontier,CKD,12월,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,562.0,0.0,0.0,2024
Bongo,Special Vehicle,12월,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,43.0,0.0,0.0,2024
Millitary,Special Vehicle,12월,262.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,12월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,2024
0,Korea Plants,1월,"1,484",0,0,0,"6,380",82,"1,440","1,290",515.0,685,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,1,0,0,2025
0,Korea Plants,1월,"3,803",0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,73,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,0,0,5,2,0,15,5,181,70.0,409,0,0,2025
0,Korea Plants,1월,"2,583","4,358",0,0,0,10,15,824,0.0,0,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,"2,297",0,0,0,0,15,0,36,0.0,0,0,0,2025
0,Korea Plants,1월,123,0,0,0,0,2,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,0,0,0,0,"4,531",141,117,340,129.0,748,0,0,2025
0,Korea Plants,1월,"4,342","2,840","1,076",0,0,110,521,496,0.0,825,0,0,2025
0,Korea Plants,1월,0,"3,554",132,6,0,8,303,0,0.0,8,0,0,2025
0,Korea Plants,1월,0,0,0,0,5,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,560,960,217,91,"3,089",12,236,790,72.0,121,0,0,2025
0,Korea Plants,1월,11,242,82,0,691,4,1,0,3.0,16,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,1,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,429,0,0,0,"5,006",109,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,72,"1,542",268,12,"1,464",2,4,5,2.0,77,34,4,2025
0,Korea Plants,1월,37,588,308,0,778,12,10,11,4.0,47,0,0,2025
0,Korea Plants,1월,"6,547","3,948","1,109",499,0,310,601,0,0.0,"2,364",0,0,2025
0,Korea Plants,1월,"7,454","1,627",211,0,"1,127",232,176,"1,716",62.0,828,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,43,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,"6,068","3,665",337,0,0,12,100,405,24.0,870,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,"2,419",0,0,0,0,10,851,"1,297",117.0,137,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,101,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Korea Plants,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,US Plant,1월,0,1,0,0,0,0,0,0,0.0,0,0,0,2025
0,US Plant,1월,0,"7,409",0,0,0,0,18,0,0.0,0,0,0,2025
0,US Plant,1월,0,"5,244",806,231,0,0,49,0,0.0,0,0,0,2025
0,US Plant,1월,0,"8,771",215,57,0,0,8,49,0.0,0,0,0,2025
0,US Plant,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,US Plant,1월,0,644,0,0,0,0,2,0,0.0,4,0,0,2025
0,Slovakia Plant,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Slovakia Plant,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,Slovakia Plant,1월,0,0,0,0,"5,441",120,0,0,4.0,0,0,0,2025
0,Slovakia Plant,1월,0,0,0,0,"1,922",85,17,0,98.0,0,0,0,2025
0,Slovakia Plant,1월,0,0,0,0,"11,356","1,170",359,"1,980",780.0,0,0,0,2025
0,Mexico Plant,1월,0,0,1,"3,988",0,0,"1,039",672,1.0,0,0,0,2025
0,Mexico Plant,1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,"*Russia Plant
(HMMR)",1월,0,0,0,0,0,0,0,0,0.0,0,0,0,2025
0,China Plants,1월,0,0,0,0,0,0,"1,456","2,602",103.0,122,0,5,2025
